name,review_count,country_date,review_body
Emmy,4.0 out of 5 stars,"Reviewed in the United States on July 24, 2019",Auto focus should be more accurate.  Takes beautiful pictures with brilliant colors and sharpness.
Joseph qamar,5.0 out of 5 stars,"Reviewed in the United States on March 19, 2016","This lens is amazing. I was worried about AF issues after reading other posts on here but I did not find any AF Issues while using my Nikon D5500 . Great auto focus, great sharpness. This lens is a MUST for any DX camera. If you are considering to upgrade to an FX camera, you should try this lens and keep your DX camera instead. The low light capability and noise reduction and color dynamic is great"
Meagan Kole,5.0 out of 5 stars,"Reviewed in the United States on February 9, 2018","You can just feel the quality of this lens when you hold it. Before I even took any video or pictures with this lens I knew I would really like it. After messing with it some I really enjoy it, and how easy it is to get fun shots I have always wanted to get."
Eagle,5.0 out of 5 stars,"Reviewed in the United States on May 9, 2014",I bought this lens for indoor/night photo complementing my Nikon 18-200mm f3.5 Lens I use for outdoor/day photo.
7302,5.0 out of 5 stars,"Reviewed in the United States on June 7, 2020",So far this is a great lens. You'll need sigma usb dock to update the firmware.
Chi Do,5.0 out of 5 stars,"Reviewed in the United States on October 9, 2016",I love the lens but wish that I have a little bit more zoom. Pictures came out really sharp. Auto focus is fast with nikon D7200. I tried to record several video at very please with the result. It is a very good lens to cary around even though It is on a heavy side. I could cary it with me during two 4hr hiking trip without any real problem.
Jarrod,5.0 out of 5 stars,"Reviewed in the United States on February 2, 2020",I absolutely love this lens! I use it with my Red Scarlet on nearly every shoot! Super sharp and very versatile!
FindingZen,5.0 out of 5 stars,"Reviewed in the United States on May 18, 2015","Ive had this lens for about 8 months and have not found any fault in it.  It is a superior lens for the cost, compared to L glass, its quality seems to be just a good to me.  I feel like I got a few prime lenses all in one with this lens.  It seems to stay on my camera more than any other lens I have, and its good for a wide variety of shooting."
Tori L. Jackson,5.0 out of 5 stars,"Reviewed in the United States on July 16, 2018",This has quickly become my go-to lens for portraits and even landscapes. I used this lens on a Nikon D500 body on Saturday to shoot en entire wedding! Excellent results! I highly recommend it of you are looking for an F1.8 that won't break the bank.
Vic Olavarri,5.0 out of 5 stars,"Reviewed in the United States on July 23, 2019",This has been a very good lens for me! Sometimes the auto focus struggles but other than that I haven't had any complaints! Just check out the results on my IG YouSaltyD0g
Emmanuel Bakare,2.0 out of 5 stars,"Reviewed in the United States on February 21, 2022",Focus hunting. Very terrible!
AQucsaiJr,5.0 out of 5 stars,"Reviewed in the United States on April 21, 2014",Never was a huge fan of off camera brands but the capabilities of the lens are second to none. The price is also spot on.
Travis McGhee,5.0 out of 5 stars,"Reviewed in the United States on March 12, 2020",This is probably the best lens in my bag.  The Sigma 24/70 art is the second best!
Claire,3.0 out of 5 stars,"Reviewed in the United States on July 29, 2016","Alright so, I like this lens. I really do. AFTER I got it to focus correctly. That is the main reason for star deductions; the time consumption that was put into get this lens to focus was completely ridiculous. And I know its still not focusing crystal clear like I would like but after several hours of constantly taking pictures and adjusting settings use the sigma dock, I finally stopped when I got to a point where I was content with how the pictures were coming out."
Voltron,5.0 out of 5 stars,"Reviewed in the United States on August 15, 2016","Maybe my favorite lens I have for the GH4 or the a7rii.  So versatile, and throw on a speed booster to get an even sharper, faster lens.  It is really amazing that sigma made a 1.8 all the way through zoom.  This is made for a crop sensor, don't get this for your full frame or you will be bummed."
Gary,5.0 out of 5 stars,"Reviewed in the United States on February 15, 2019","I am a little curious if the back focus is supposed to be different than front focus. They’re both sharp, but they’re not the same focus plane. Not sure if that is intentional or if lens needs calibrated."
Maria,5.0 out of 5 stars,"Reviewed in the United States on July 20, 2020",Great lens! works in any setting film or photography.
Arum,5.0 out of 5 stars,"Reviewed in the United States on September 14, 2020",Everything is perfect just how I expected!
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on March 10, 2020",I absolutely LOVE this lens. It took my photography & filmmaking alike to the next level
ADV47,4.0 out of 5 stars,"Reviewed in the United States on October 2, 2015","I really love this lens. It gives super sharp images, and is well built. The only reason I gave it 4 stars is because it is very very heavy and causes some vignetting on still photos and 1080p video with my GH4 (and metabones speedbooster) at its widest zoom."
SCMowns,5.0 out of 5 stars,"Reviewed in the United States on May 10, 2016","This was my fourth lens that I had purchased for my Cannon EOS 60D and I was looking for a lens that would look sharp, professional and would take amazing portrait photos. I was not disappointing as it picks up a lot of light with F1:1.8 and auto-focuses very quickly without noises. It's built with very strong material and you can feel the quality from this lens."
Jose B.,5.0 out of 5 stars,"Reviewed in the United States on March 7, 2020",awesome lens exelent in low light and super sharp which in my opinion is sharper than canon
SteveAnon,5.0 out of 5 stars,"Reviewed in the United States on October 2, 2013","I purchased this lens for my 70D and they are made for each other. It's not silent but it's more than quiet enough for video. I've had it for almost a week and it's been the only lens on my camera since. I'm extremely happy with it's image quality for stills and video and it is solidly built. I haven't tried every lens out there, but it has to be the best zoom lens for a crop sensor. For $800!!!"
AJW.1,5.0 out of 5 stars,"Reviewed in the United States on February 15, 2017","This lens deserves all the accolades and more... not a single complaint out of me... love this piece of glass!  I seen complaints about the lack of image stabilization but to that I say use a flash and faster shutter speed, put it on a tripod... you can't compete with these images on a crop sensor body!"
Mariko K,5.0 out of 5 stars,"Reviewed in the United States on July 24, 2018",Love it more than my other Canon counterpart (f 2.8).  This is the only lens I use when I travel.  I bring it w my 55mm but I do not even use my nifty-fifty anymore every since I got this!
Working Man,5.0 out of 5 stars,"Reviewed in the United States on February 16, 2014",Words can not express how happy I am to own this amazing lens! It has a very usable range and it goes to F1.8!
Ron P,5.0 out of 5 stars,"Reviewed in the United States on July 27, 2014","I never write reviews. However this lens is so good, it wouldn't be fair if i didnt write one. This is the best wide angle zoom lens in the world right now. At $800 its a steal compared to canon or nikon alternatives. Its unbelievably sharp. At f1.8 you already know how much light you getting. This lens been sold out for a year, and at least 2 months average wait for back orders. That shows you how great this lens is. Amen."
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on February 28, 2017","My most favorite lens, I do videography and some photography, and by far this is the best lens to get. With such low aperture it is perfect for any dark(er) environments compared to kit lens, but the glass on this is incredible, it gives out amazingly sharp images. Props to Sigma on this one."
william avelar,5.0 out of 5 stars,"Reviewed in the United States on April 25, 2019","Great lens overall. As expected from reading other reviews of this lens, needed some calibration with this lens( front focusing ). Once issue was fixed , lens incredibly sharp! Highly highly recommend."
A. Virili,5.0 out of 5 stars,"Reviewed in the United States on January 18, 2016","Sharp, versatile, fast (lets in a lot of light at 1.8).  I use it mostly for video, but when taking photos, the autofocus is smooth and fast.  It's solid (and heavy) and I love that it's a completely sealed zoom (more difficult for dust to get into it) with a constant aperture.  I have other lenses, but 95% of the time use this one."
pal2tech,4.0 out of 5 stars,"Reviewed in the United States on November 2, 2019",Received Lens
Tony M,5.0 out of 5 stars,"Reviewed in the United States on January 24, 2015","Very nice lens for the price. The quality of pics is better than I expected for my Canon 70D. This is my main lens compared to what I have now which is a 18-135mm kit lens and a Canon 10-22mm because it just produces nice quality pics. Also the f1.8 gives a nice blurred background throughout its range. The lens is hefty and doesn't feel cheap unlike the kit lens that came with my camera,."
Tamora,5.0 out of 5 stars,"Reviewed in the United States on January 12, 2015","I rented this first to test it out and was blown away by the photos I was getting on my Canon 70D then purchased it immediately. Forget carry a bunch of lenses around. This is basically a bunch of primes in one. I ended up selling my 2 kit lenses, 40mm STM and 50mm f1.8 as this lens replaced them all. Just add good zoom lens to your arsenal and you have everything you need to take awesome photos!"
Zakalwe,5.0 out of 5 stars,"Reviewed in the United States on October 24, 2015",This Sigma lens is the best lens I have ever  used. I bought it based on research I was doing to move up from enthusiastic amateur to semi-professional photographer and I wasn't disappointed.
Kris Hawkins,5.0 out of 5 stars,"Reviewed in the United States on May 11, 2017","Probably one of the best lenses on the market for crop sensor cameras, it's definitely a must own for anyone doing lowlight shoots or for people who shoot indoors a lot. It came a day early and it's works great on my Canon t3i. It's definitely my new go-to lens."
Marielina,5.0 out of 5 stars,"Reviewed in the United States on November 30, 2020",Perfect.
James,1.0 out of 5 stars,"Reviewed in the United States on October 3, 2022",Didn't fit the camera as advertised
James Ephraim Davis,5.0 out of 5 stars,"Reviewed in the United States on October 27, 2017","This lens is amazing. Extremely sharp, well made, and very smooth! Great for indoor shooting and instances without very good light. Quality of a prime, convenience of a zoom. Definitely Recommend."
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on December 10, 2019",I like the fact that the lens feels sturdy in hand as you use it with camera!
Roy,4.0 out of 5 stars,"Reviewed in the United States on July 19, 2018","Really well build lens, Very flexible for any situations...  but it is not sharp as expected"
Brittany Morgan,1.0 out of 5 stars,"Reviewed in the United States on June 7, 2022",Really disappointed in the way I received this package. Package was opened and also the box was opened. This product was delivered to me that way. This was definitely frustrating to receive a package like this!
edgar,2.0 out of 5 stars,"Reviewed in the United States on April 11, 2016",Its an AMAZING lens when it works. I have used this lens at a local car show and the results were just really disappointing. I would say 85% of my shots were out of focus and the rest were SPOT on and very very sharp! I read that you need to tweak the lens by connecting it to your computer via usb but why would i purchase a lens that simply doesn't work rite out of the box plus purchase an adapter to connect to my computer? My 50mm 1.4 and 35mm 1.4 shoot flawlessly and i have been looking for something wider below 20mm for my 80D camera. I would love to keep using this lens but that requires purchasing additional equipment and modifying it in a program that i would have no clue how to use.
Denise,5.0 out of 5 stars,"Reviewed in the United States on February 18, 2019","This lens is so so so amazing! It took a little bit to adjust to the zoom being the opposite of traditional Canon lenses, but I still love love it!"
Eduardo P.,4.0 out of 5 stars,"Reviewed in the United States on December 31, 2016","Great lens, very sharp, it feels robust and very heavy for a short range zoom. It fits and works excellent with my A58 and it's ok for my A6500."
jones adirimo,5.0 out of 5 stars,"Reviewed in the United States on October 16, 2019",Super clear lens. Currently my best lens for run and gun video production. Best all round lens for the gh5
Pat J. Dooley,5.0 out of 5 stars,"Reviewed in the United States on December 30, 2014","People say this is like three primes lenses in one. It is. The f/1.8 is not a gimmick. You can shoot wide open and your images are sharp and free of chromatic distortion. It is a big, heavy lens. But it takes beautiful photographs and lets you blur out backgrounds to perfection. It is also very sharp, much sharper than any kit lens. It has some competition, but it will see a lot of time on my A77ii body."
Top Notch Approved Deals,5.0 out of 5 stars,"Reviewed in the United States on September 27, 2014","I'm using this lens on a Nikon D5100. At first, I  had some focus issues, then I purchase the USB Dock and fine tuned its settings. Its a beautiful experience after. Its sharp or sharper than any prime lens I've ever used, even at 18mm 1.8 & across the entire focal length. The trick is to adjust the settings for your individual camera. For my use, this is now my all round lens."
Higbe33,5.0 out of 5 stars,"Reviewed in the United States on June 23, 2015",I love this lens! Even wide open it is tac sharp. Enter your camera into dxomark and check the recommended lenses. I bet this is one of them.
Adrian costa,3.0 out of 5 stars,"Reviewed in the United States on March 17, 2019","the lens has very good construction quality, the photos are great, the 1.8 blur is fascinating."
Navid,5.0 out of 5 stars,"Reviewed in the United States on August 25, 2016","Probably the best lens you can get for a crop body camera. Much sharper than any kit lens you can get. Definitely worth the purchase for anyone who is looking to drastically improve their picture quality without having to upgrade to a full frame body. However, only works on a crop body camera."
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on March 29, 2017","This item was in pristine condition. I absolutely love this lens. After doing tons of research, I knew I wanted to purchase this lens but I was still anxious about the price tag. I am supremely happy with my choice to buy it used like new."
Adam R. Herbstreit,5.0 out of 5 stars,"Reviewed in the United States on October 30, 2018",I love this lens and cant wait to keep using it! I never have to change them out for any reason now that i have a wide and a 35!
two dachshunds,5.0 out of 5 stars,"Reviewed in the United States on December 29, 2013",Not sharp enough to out- resolve a 24 megapixel sensor but close enough..... Closer than any Nikon lens will take you.
Edgar Cervantes,5.0 out of 5 stars,"Reviewed in the United States on December 26, 2017",Been using this lens for about a year now and it has been great. It did have focusing issues at first but I sent it to Sigma to get the lens calibrated and shot amazing after that.
Luis Giovann Sanchez Rios,5.0 out of 5 stars,"Reviewed in the United States on November 30, 2018","Is very solid, very sharp and very fast autofocus. Is the best lens for crop sensor. I'm a Filmmaker and for me is the best Lens for video."
Doug English,5.0 out of 5 stars,"Reviewed in the United States on October 27, 2016","Despite its size, Sigmas' 18-35mm lens feels well balanced on the camera. It also takes a good quality shot. The lens is somewhat pricey, but the build quality and the sharp images it produces, more than compensates for its cost.  A good lens for serious picture takers."
Abistone,5.0 out of 5 stars,"Reviewed in the United States on May 4, 2020",worth every penny. beautiful for video
Lucia,4.0 out of 5 stars,"Reviewed in the United States on November 21, 2017",If you are filming it makes a clicking sound trying to focus which your mic will pick up.
gg,5.0 out of 5 stars,"Reviewed in the United States on June 13, 2019",One of the best lens you can have in your camera bag.  The quality of your photos and video are outstanding!!
J. Dorsey,1.0 out of 5 stars,"Reviewed in the United States on March 15, 2022","I ordered a brand new lens, but what I received was a complete mess! Horrible service. Not even sure if this product will work properly in the long run because it appears to be used and is very dusty, has scratches, and is dirty!"
Fareed Rajack,5.0 out of 5 stars,"Reviewed in the United States on February 25, 2015","BEST LENS I have ever used ! I own a Canon T5i and a 70D . This lens is super fast and sharp . I am amazed at how it performs in low light. I own the 18-135 mm , the 40mm pancake, the 55-250 stm and the Tamron 150-600, and this Sigma is now the Icing on the Cake !"
Jim Smith,4.0 out of 5 stars,"Reviewed in the United States on September 11, 2014","Optically impressive.  But the focus accuracy is hit or miss.  I have to shoot more frames and play with composition to ensure that I get at least one shot that is focused correctly, and then crop it to what the composition should be."
Jason,3.0 out of 5 stars,"Reviewed in the United States on November 18, 2014","This lens takes great photos. I rated it 3 stars because, to me, the 18-35 focal length is completely misleading."
Brian Kelley & Carolyn Taylor,5.0 out of 5 stars,"Reviewed in the United States on November 13, 2013","For those graduating from a kit lens to something slightly better quality, the Sigma 18-35mm F1.8 for Canon is an excellent option. The AF when stopped down is an annoyance, as other reviewers have mentioned, but I've been able to switch to manual or simply AF a few times as a work around. Almost all photos on my site were shot with this lens and a Canon 7D if you need examples: carolynkelleyphotography.com."
Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States on September 4, 2017","I have a Canon EOS 70d, and I bought this lens after reading reviews praising its versatility and quality. I was excited about its wide aperture and zoom capabilities. However, this lens can not focus!! All my photos turn out blurry, and as I have done more research, many people seem to have the same problem. The zoom capabilities are limited which I knew when I bought it (it's still better than nothing). The autofocus will not work with the camera, and the quality of my videos are terrible with this lens. The much cheaper lens that came with the camera is far better in quality than the Sigma. I am very disappointed in this product and would advise caution in your decision to purchase it. I know people have said buying a Sigma mount has improved the focus capabilities, but I am not willing to pay more money for a lens that should work in the first place."
LA DIY,5.0 out of 5 stars,"Reviewed in the United States on January 15, 2017","I use this on my GH4 and get to F1.2 with the lens booster. So far, it's been a pleasure to use this lens. You get a decent shallow depth-of-field for portrait shots while maintaining a wide field of view for general use."
Zack hollander,5.0 out of 5 stars,"Reviewed in the United States on June 9, 2017",Ah freakin mazing as long as you make sure you have a crop sensor. Don't be a fool and buy this for a full frame and complain about the vignetting. Autofocus is just slightly slow but really that's being picky
GMAN,5.0 out of 5 stars,"Reviewed in the United States on October 31, 2013",This is a very nicely built lens.
ALEXEY VOLOVODENKO,5.0 out of 5 stars,"Reviewed in the United States on September 20, 2013","It really delivers the sharpness you can read about in the reviews. Construction is good, feel is nice, controls convenient. May have slight problems focusing in low light but keep in mind it is not a problem of the lens, it is a problem of camera focusing in such condition where focusing is problematic but shooting is still possible."
GN Support,5.0 out of 5 stars,"Reviewed in the United States on May 17, 2016","Amazing in low light. If you undstand how to use ISO, F-Stop, and shutter speed you can get extremely good pictures and video. I use a Canon T3i and auto focus is pretty slow with it but I believe that is just because the camera quality isn't the best."
Mikkel Stephensen,5.0 out of 5 stars,"Reviewed in the United States on January 13, 2014","I have nothing bad to say about this lens. It is outstanding. The bokeh is really nice. It's fast and stealth. The image quality is supreme. I own several L-lenses, and I honestly feel like the built quality is even better on the Sigma."
Fritzroy Smith,5.0 out of 5 stars,"Reviewed in the United States on July 30, 2018",Sigma has outdone themselves with this lens. Much better and clearer than the Panasonic native lense. Do not hesitate to buy if you are thinking about this lens​
Joseph T.,5.0 out of 5 stars,"Reviewed in the United States on February 8, 2014","Very smooth auto focus, sharp wide open, and got me to believe in Sigma."
Andrew,5.0 out of 5 stars,"Reviewed in the United States on May 13, 2017",I was on the fence about purchasing a Prime or a zoom. I'm happy that I made the decision to go with this lens as it offer sharp images and the ability to zoom. Sigma make one fine product!
Chels K. Von,5.0 out of 5 stars,"Reviewed in the United States on May 10, 2020",love my new lens!!
Dean Can,5.0 out of 5 stars,"Reviewed in the United States on June 27, 2016","OMG, so sharp, I absolutely love the colors and resolution of this lens.  It's APSC only (unless you're out at 35mm) regardless, if there is one lens for everyday shooting on any APSC camera this fits the bill.  One thing though, this puppy is heavy!"
Patrick Brown,5.0 out of 5 stars,"Reviewed in the United States on May 10, 2018",It’s heavy. But the image quality is unbelievable. I’m by no means professional-just an amateur photographer. But my family pictures etc have just been amazing. Wide field of view.
Ike,2.0 out of 5 stars,"Reviewed in the United States on May 31, 2019",This is the sharpest POS I've ever seen  would  be a great lens has very high ratings I cant figure out why. The lens itself is great glass and great quality the auto focus is so bad ... you have  to buy  the docking station update if available. Mine is already up to date I have to program and change the auto focus at every focal length.  NOT EASY. Lens made me want to pull my kit lens  out of the closet.
RockLobster,5.0 out of 5 stars,"Reviewed in the United States on May 16, 2020",He loves it!!
Eliezer,5.0 out of 5 stars,"Reviewed in the United States on December 17, 2019",It’s a little heavy but it’s excellent for portraits.
Chris Shea,5.0 out of 5 stars,"Reviewed in the United States on May 6, 2016",I love this lens sooo much.  The shots you can produce with it will have your jaw on the floor. It's amazing in low light and has massive depth of feel.  The glass is very high quality and really gives you crisp images!
The honorable,5.0 out of 5 stars,"Reviewed in the United States on October 2, 2016","Amazing lens.  Top image quality, versatile wide aperture, and robust construction.  A bit heavy and bulky, but not a big deal considering the  results.  Much cheaper than any red stripe Canon lens, and probably even better quality."
Keoni Huihui,5.0 out of 5 stars,"Reviewed in the United States on June 25, 2014","This Lenses is Sold out everywhere.  If you are still using a APC-Sensor DSLR Camera, This in my opinion is a must have Lens.  The Sharpness of the photos i took is amazing and the portraits of my Daughter all come out as if i'm a professional photographer.  No more paying for those School Pictures, I got this!!"
Daniel Figueroa,5.0 out of 5 stars,"Reviewed in the United States on June 6, 2019",I'm in love with this lens. Probably one of my favorite lenses right now. Definitely worth purchasing.
Paul C.,5.0 out of 5 stars,"Reviewed in the United States on May 2, 2014","Shooting at f1.8 allows for the photographic artist to use amazingly small depth of fields. Beautiful sharp results. Way heavy which speaks to the quality of the tube and amount of glass contained inside. The only thing I don't like is that the focus and zoom rings are in the ""wrong"" place for the lens I'm used to over the years."
Josh Sandlin,5.0 out of 5 stars,"Reviewed in the United States on February 23, 2019",Superp lens. Really goes well with my Canon M50. Feels great in the hand. Zoom and focus rings feel nice.
antione,5.0 out of 5 stars,"Reviewed in the United States on May 30, 2020",Great lens!
Linda W.,5.0 out of 5 stars,"Reviewed in the United States on May 8, 2017",This lens is everything I hoped it would be.  I bought it for making YouTube videos. The lens allows me to be close to the camera and gives me that beautiful blurred background I wanted.
Ider Santana,4.0 out of 5 stars,"Reviewed in the United States on December 10, 2018","nice,very nice pics"
Bill,5.0 out of 5 stars,"Reviewed in the United States on June 17, 2017",A great lens for those low-light condition shots.  Takes nice and sharp pictures.  It is a heavy lens but I'm hoping that means quality.  Great for indoor shots without using a flash.
Emily B Gorg,4.0 out of 5 stars,"Reviewed in the United States on March 19, 2015","Great lens! Gorgeous, crisp photos, fast, true color. Only negative is that at 18mm, the lens creates a dark vignette at the edges of the frame. Made worse with lens hood. Overall, solid performer."
johneric lavergne,5.0 out of 5 stars,"Reviewed in the United States on April 28, 2020",Love it
Ayoub AlBalushi,1.0 out of 5 stars,"Reviewed in the United States on November 20, 2021","Very bad packaging , now the lens is very hard to turn to focus, my tilta auto focuser won’t work on it, so basically I lost my money , now only it’s good maybe with auto focus camera , and I own only bmccp, stabilizations is also not good , I took some photos with bmpcc and that’s kind of ok"
Spencer Goodrich,5.0 out of 5 stars,"Reviewed in the United States on March 25, 2019",I love it. Sigma the most slept on but will give you the pics of your dreams.
Jonathan Tran,5.0 out of 5 stars,"Reviewed in the United States on November 12, 2018",Best for folks who are just getting into cinematography! A bit on the heavy side but images are absolutely stunning!
James,5.0 out of 5 stars,"Reviewed in the United States on July 4, 2019",Bought this for my mother who is into photography and she loves it!
HG,3.0 out of 5 stars,"Reviewed in the United States on August 1, 2018","I loved the lens but my product came damaged,  the zoom didn’t fully extend to 35mm and the lens was loose falling out of the base. I’ll try again with a new one."
Officiallybush,5.0 out of 5 stars,"Reviewed in the United States on July 1, 2019",Razor sharp and works great on the GH5 with a focal reducing adapter
Ben,5.0 out of 5 stars,"Reviewed in the United States on April 27, 2016","This lens is superb. Build quality, clarity, and sharpness are all top notch. Makes me feel much less of an urge to upgrade to a full-frame camera. I've already done a few shoots with this lens and it is stellar."
John,5.0 out of 5 stars,"Reviewed in the United States on September 3, 2017","This lens is incredible. I'm a Sony videographer using a canon mount and I cannot speak highly enough of this lens. Just buy it, seriously, its that good."
John Tran,5.0 out of 5 stars,"Reviewed in the United States on January 24, 2017",I absolutely love this lens. I experienced no issues with front or rear focusing on my Canon Rebel T5. All pictures that I have taken so far with it came out very sharp.
atexe,5.0 out of 5 stars,"Reviewed in the United States on June 3, 2017",I love this lens on my D3300
KMan,5.0 out of 5 stars,"Reviewed in the United States on August 23, 2013","When dxomark said ""[w]ith the introduction of this model, Sigma has the best performing zoom of its type,"" they weren't kidding."
Claudio Pereira,5.0 out of 5 stars,"Reviewed in the United States on October 19, 2013","I bought the Nikon mount for my D7100. Very similar to the Sigma 35mm 1.4, but a little bigger. Wonderful IQ, sharpness, bokeh at all zoom range. I took tons of pictures. Very precise and quick AF. Didn't need to fine tune. I really recommend it! Congratulations to Sigma. Now I have four of their lenses."
FeatherFur,5.0 out of 5 stars,"Reviewed in the United States on June 3, 2017",Nice lens. I've been using it for a while and there hasn't been any problem with it. Great for beginner video shooting and beginner~intermediate photo shooting on people.
RECON 3155,5.0 out of 5 stars,"Reviewed in the United States on January 8, 2020",I love it...
David Alanis,4.0 out of 5 stars,"Reviewed in the United States on December 26, 2014",After finally getting the correct lens (at twice the advertised price) I was able to use it for a wedding. Fast and sharp. A little heavy but will be used often.
Zach Mayfield,5.0 out of 5 stars,"Reviewed in the United States on November 20, 2018",Rings wore out over time BUT this is the sexiest lens I've ever owned.
Emmie,5.0 out of 5 stars,"Reviewed in the United States on September 15, 2017",It's everything everyone has already said. I love this lens like I love my Canon lenses.
Shawn Strong,4.0 out of 5 stars,"Reviewed in the United States on June 25, 2015",Nice. It works well with the Metabones adapter. I loved the Olympus 14-35mm better but it weighed more and bigger. This lens is nice though. Sharp.
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on February 27, 2020",Versatility
Stephen M. Corby,5.0 out of 5 stars,"Reviewed in the United States on May 27, 2014","You can't beat this level of quality for the price. Sigma impressed me so much with this lens, that I just purchased a 50-150mm f/2.8 and will keep buying these guys until they let me down. The Bokeh you can get on this thing is incredible, you wont regret it!"
Chris,5.0 out of 5 stars,"Reviewed in the United States on March 18, 2016",This lens is absolutely stellar.  It's so hard to find a zoom lens with a constant aperture that takes this high quality of photos.  This should be your first lens purchase after the kit lens.
Meesh,5.0 out of 5 stars,"Reviewed in the United States on December 26, 2013","I bought this for my D7100 after reading reviews, and it's a great lens.  I used it for an event and the look of the photos easily matched what I would have expected from my D600 in terms of beautiful IQ, and subject isolation.  I am very happy with this purchase."
Hein van der Heijden,5.0 out of 5 stars,"Reviewed in the United States on March 20, 2018",I am having so much fun with this lens on my Canon 70D. Great value for money! Highly recommended.
Thiago Vianna,5.0 out of 5 stars,"Reviewed in the United States on November 22, 2019",The sharpest at f1.8
A. D'AMICO,5.0 out of 5 stars,"Reviewed in the United States on May 28, 2016","If you're looking for a very well built lens that's razor sharp at every focal length, this is the lens for you. I even bought it used and it's the best lens I've owned."
Wilfri castillo,5.0 out of 5 stars,"Reviewed in the United States on April 27, 2019",Amazing lens a must have love it love it
James R Propes,5.0 out of 5 stars,"Reviewed in the United States on July 13, 2017","OMG amazing,"
Stuart J. Campbell,4.0 out of 5 stars,"Reviewed in the United States on December 24, 2016",Great kit lens replacement. A bit heavy but definitely worth it.
"Mike Mutzel, MS",5.0 out of 5 stars,"Reviewed in the United States on August 16, 2015","This lens is absolutely amazing. I use it primary for family photos, cooking images and video interviews. It brings out vibrant colors, textures and depth of field that I've never been able to achieve before."
Ralph Angeles,5.0 out of 5 stars,"Reviewed in the United States on July 23, 2019",This lens is awesome! Great for videos!
ldiablo,5.0 out of 5 stars,"Reviewed in the United States on April 10, 2019","Totally in love with this lens, many months later."
Katherine Jones,5.0 out of 5 stars,"Reviewed in the United States on September 19, 2018","Love this lens! It was amazing to shoot with, especially in low lighting."
Kiowa EM,5.0 out of 5 stars,"Reviewed in the United States on September 1, 2016","This replaced my Canon 35mm f2 IS as my low light, indoor general purpose and kid lens for added versatility. Sharp, fast focus, accurate focus, good color and contrast."
Clockberg,5.0 out of 5 stars,"Reviewed in the United States on October 12, 2013","this lens is amazing, photos are super sharp and it feels solid and well constructed. i was a little worried that i would get a copy with bad autofocus but it works flawlessly on my t4i, focuses fast and effectively. definitely get this lens if you are considering it."
Myron,5.0 out of 5 stars,"Reviewed in the United States on June 23, 2015","This is the fastest zoom you can get on a crop sensor. It's sharp, focuses quickly and well, nice range for portraits, groups and walk arounds / street photography.  My favorite lens for 90% of my shots... Highly recommended!"
Christopher,3.0 out of 5 stars,"Reviewed in the United States on January 15, 2016","I should have read the physical dimensions before purchasing. The lens is too long for my situation. The photos I took with it are high quality, but it's just a little too bulky for me to actually use on a regular basis."
Blaine Harris,5.0 out of 5 stars,"Reviewed in the United States on April 6, 2017","Awesome! Super sharp. Focus at night, it misses but that kind of expective in low light. Also rather heavy but definetly worth having."
Thomas S.,2.0 out of 5 stars,"Reviewed in the United States on March 18, 2018","I have wanted this lens since it came out. A lot of negative reviews due to focusing but finally decided to get one for my 7D Mark II and 80D. When it hits..WOW RAZOR SHARP - but only about 1 out of 4. INEXCUSABLE. Called Sigma a few times, told me to send it in for calibration - WTF? I have a dock and am going to attempt it nyself."
I buy a lot,5.0 out of 5 stars,"Reviewed in the United States on May 20, 2017",OMG!!! This is an incredible lens! The bokah achieved is awesome! No problems built strong and performs like the pro lens it is!
PJ1982_,5.0 out of 5 stars,"Reviewed in the United States on December 11, 2017",Amazingly sharp lens. Its a bit heavy... But its cause its like have a 3 in 1 lens
cherie22984,5.0 out of 5 stars,"Reviewed in the United States on November 10, 2013","Its sharp, fast, and silent.  Yeah, its heavier than your average lens but that is not a real issue for me.  Looks and feels high quality!"
Mauro D.,5.0 out of 5 stars,"Reviewed in the United States on April 23, 2014","I did so much research on this lens, and after purchasing it i wasn't disappointed. I sold my canon 24-105L F4 to buy this lens and i don't regret it, it was the best move i could have done since i have purchased my camera."
Kenneth Leung,5.0 out of 5 stars,"Reviewed in the United States on January 31, 2015",this is an amazing lens and i LOVE it however my package had a few issues. my box was missing the lens hood and case. ive contacted sigma and amazon and hopefully one of them can resolve this issue for me
K Smith,5.0 out of 5 stars,"Reviewed in the United States on March 14, 2017","I have rented this lens twice. Now I own it, this is a very sharp lens!!!! Sharp like a prime with zoom!!!"
Vladimir Mischenko,5.0 out of 5 stars,"Reviewed in the United States on October 2, 2013",Very sharp. Auto-focus is correct and fast enough.
Nick lenn,5.0 out of 5 stars,"Reviewed in the United States on March 11, 2017","One of, if not THE, sharpest crop lenses made. Paired with the MC-11 adapter on my A6300 it is AMAZING!!!!"
Tom  R,5.0 out of 5 stars,"Reviewed in the United States on May 30, 2014","This lens with my 7100 is amazing.  Especially for costing less than a grand.  I upgraded from a 5100 and the 18-105 that comes with it, so it isn't a fair comparison, but I am very happy with this Sigma lens."
